发布时间,问题,回答
1401978230,2014 年 6 月 6 日，知乎发布的《良性讨论公约》具体内容是什么？,"这是一篇回答，也是一封致广大知友的公开信。<br><br>亲爱的知友：<br><br>您好，见字如晤。<br><br>我们常说，网络是现实世界的映射。<br><br>比如，Google 像是一座虚拟的没有尽头的图书馆，而 Facebook 则如一次永不散场的同学聚会。<br><br>如此说，知乎应该是一个空前巨大的咖啡馆：每天有数百万人穿梭于此，与落座的人高谈阔论一番，聆听有趣的观点，或分享自己所曾经历过的稀罕事，大家君子之交，和而不同。<br><br>只要想到这种带有维多利亚时代意象的场景，就会觉得美好，仿佛耳边会响起蒸汽机发明之初的火车鸣笛声，还有咖啡馆角落里大提琴、小提琴的和鸣。<br><br>美好之物总是来之不易。<br><br>或许很多人已不记得，知乎是在一片质疑声中诞生的：不少人觉得这是一个短阅读，甚至读图的时代，没有人还会愿意书写或阅读长篇大论；不少人并不相信在娱乐主导一切的网络上，严肃认真的知识、见解与经验仍有一席之地；而在号称「Diao 丝为王」的中国互联网业界，愿意耐心服务热衷于学习与思辨的「小众人群」似乎是个奇怪的选择。<br><br>知乎之幸，在于中文互联网上仍有许多愿意认真交流、真诚沟通的人。因为你们的存在，知乎让许多质疑不攻自破，且日渐壮大。因为你们的每一个真实的提问、每一个精彩的回答、每一次赞同与反对，知识、经验与见解得以更有效地流动起来。<br><br>当然也得承认，随着知乎的月独立用户数接近 6000 万，我们还需要回答一个持续到今天的问题：用户多了，怎么保证良好的社区氛围？<br><br>这是知乎必须面对的一个挑战，也是知乎的所有用户面临的一个选择。支撑每天数百万人共同讨论并保持良性的秩序和氛围，是中文互联网领域前所未有的问题，解决方案必然是一套复杂的系统工程，我们希望和广大知友并肩来实现。<br><br>今天，是一个开始。<br><br>知乎对社区管理规范进行了重要更新（试行）：<br><ol><li>我们将试行新的「<b><a href=""http://www.zhihu.com/question/20239684"" class=""internal"">在知乎上，什么是不友善内容？</a></b>」，即对「不友善」内容给出了更具体的定义；<br></li><li>我们新增了「<b><a href=""http://www.zhihu.com/question/24039476"" class=""internal"">知乎上的不友善内容会被怎样处理？</a></b>」和「<b><a href=""http://www.zhihu.com/question/24039610"" class=""internal"">如果在知乎上发布了不友善内容，账户可能会被怎样处理？</a></b>」，即重申知乎一直以来反对「不友善」的态度，并且给出一套试行的、更可执行的治理方案。<br></li></ol>接下来，配套社区规范的改进，我们将增加对问题、答案、专栏文章等内容的「建议修改」功能（暂未上线），当出现部分内容违反社区规范，但整体依然有价值的情况下，该内容会进入「建议修改」状态，内容提供者有改进的机会和空间，避免被直接地删除。我们将长期专注在改进知乎的社区机制的工作上。<br><br>同时，如前面所说，我们意识到社区的管理必然要靠大家的共同努力，我们会建立制度来采纳和运用知乎上众多聪明头脑和热心用户提供的智力资源。<br><br>我们希望这封公开信里所讲的内容，也成为一份「好话好说，真诚沟通」的良性讨论公约。更新的规范，即日起生效执行，管理员会按照新规范对举报内容进行处理，也请各位知友从自身做起，看一看自己过去可能发布过的不友善内容，希望大家都删掉它：）。当然，实行新规范和新功能难免有不完善之处，如果您有任何意见，可以发送邮件至 i@zhihu.com 联系我们。<br><br>我们相信，任何一个更美好的世界都是需要所有人共同付出的。感谢您的支持！<br><br>附上刘看山与北极熊示范《知乎良性讨论公约》中定义的不友善行为，供大家参考。<br><figure><noscript><img src=""https://pic4.zhimg.com/50/195313db0ae1135ca43674d7dc6b1456_720w.jpg?source=c8b7c179"" data-rawwidth=""1787"" data-rawheight=""4700"" class=""origin_image zh-lightbox-thumb"" width=""1787"" data-original=""https://pic2.zhimg.com/195313db0ae1135ca43674d7dc6b1456_720w.jpg?source=c8b7c179""></noscript><img src=""data:image/svg+xml;utf8,&lt;svg%20xmlns='http://www.w3.org/2000/svg'%20width='1787'%20height='4700'&gt;&lt;/svg&gt;"" data-rawwidth=""1787"" data-rawheight=""4700"" class=""origin_image zh-lightbox-thumb lazy"" width=""1787"" data-original=""https://pic2.zhimg.com/195313db0ae1135ca43674d7dc6b1456_720w.jpg?source=c8b7c179"" data-actualsrc=""https://pic4.zhimg.com/50/195313db0ae1135ca43674d7dc6b1456_720w.jpg?source=c8b7c179""></figure>"
1429106391,如何在团队中空降牛人？,<b>建立好牛人预期</b><br><br>牛人应该为解决实际问题来，不是为了头衔而来。<br><br>让他降落在一个弹坑里，而不是高地上。避免黄金降落伞，上来就给了对团队造成冲击的头衔，往往不便于开展工作，被架在高地上，大家都会盯着他，过度关注造成动作变形。地势低，不在大家视线内，给他足够难度的问题去解决，通过令人信服的业务能力让大家去认识他，这样爬出来不仅不狼狈，反而容易获得他人信任。<br><br><b>建立好团队预期</b><br><br>和大家一起讨论，现有团队短板是什么，是否需要一个 XXX 能力的人，如果他的头衔未来是 XXX ，大家的预期是怎样的。事前如果有了充分的沟通，那牛人降落过程的压力不会只落在你一个人头上，团队成员都需要张开双臂去拥抱他。
1437985949,如何评价游侠电动汽车？,<p>我相信对于黄修源来说，这是一个更真实的开始。</p><br><p>黄修源在发布会上说，第一批车，最快也要等到 2017 年。在发布会上，亮相的是一台 demo，我们都知道，从 demo 到量产还有很长的路要走。</p><br><p>其实在 2 年前，我就听他说过想做一台电动汽车的想法，当时他人还在北京，我劝他不要做，难度可能会远超出想像，而他的背景——工程师+互联网创业者，好像也没一点优势。</p><br><p>但他还是很快去了上海，说实话我当时也没有留意，每天都有太多的聪明人号称要做出改变世界的产品，失败和放弃总是不值一提的事。</p><br><p>去年下半年，我去上海参加一个会议，他跑来找我，给我说他觉得自己快做不下去了，一方面成本高得要命，每一步都开销巨大，另一方面团队又需要吸引到足够厉害和专业的人，但又有多少人愿意相信和全情投入呢？</p><br><p>两个月前他给我发了一张照游侠电车的概念照片，我问他能不能发张真实照片给我，他说要把车运到北京来给我看，嗯，当时真的呵呵啊……</p><br><p>直到他昨天来北京来北京开发布会，介绍了游侠电车团队过去 482 天完成的工作，以及对未来的思考和计划。我开始真的相信，他是认真的想做一台电车。</p><br><p>我觉得，黄修源应该感谢所有不相信你的人，看你笑话的人，还有那些拿出真金白银帮助你的人。因为这是一个更真实的开始，所谓这个世界很浮躁，并不是在于有多少疯狂的想法，而是在于太多挂在嘴上的信仰都变成了段子。</p><br><p>不管遇上多少困难，也不管别人怎么说，但你让这台车发布了，有了新起点。</p><br><p>加油，修源。</p>
1446699385,腾讯领投知乎 C 轮融资的事情是否属实？专业人士如何理解其中的原因？,谢邀。<br><br>谢谢大家关心，本来没觉得这是个值得大讲特讲的事情，但没想到大家这么关注，那我还是要代表知乎回应一下。<br><br>知乎刚完成了 5500 万美元 C 轮融资，新投资方是腾讯和搜狗，腾讯领投。之前的投资者赛富、启明创投和创新工场都在本轮进行了跟投。本轮融资由以太资本担任财务顾问，汉坤担任法务顾问。<br><br>估值嘛，肯定不止 3 亿啊……<br><br>这次 C 轮我们选择腾讯和搜狗来合作，还是相信 Pony 和小川对知乎产品本身的理解和关注，在诚意和综合实力上，腾讯和搜狗都是非常优秀的投资人。我相信和知乎站在一起，和我们一起发现更大世界的，是对知乎长期有理解和关注的人。所以，接下来我们肯定会和新伙伴展开深入的产品合作，这个可以有。 <br><br>至于钱怎么花，知乎接下来要做什么，我就不具体回复了，说不说也没什么用，要靠产品来说话。<br><br>最后，谢谢各位知友陪伴我们成长，也谢谢各位老投资人的持续信任和支持。
1453768836,过去的五年（2011～2015）你经历了哪些重要的人生节点？对现在有哪些影响？,"今天 1 月 26 日，知乎上线五周年。<br><br>有两个小故事有感而发一下。<br><br>第一个故事，是关于我的儿子。<br><br>他出生那天，出了意外。在产房门外等了一上午，但当门打开的时候，只有一位医生，她说「你家小孩呼吸有问题，需要立刻转儿科急诊，在这里等着。」然后，门关了。<br><br>我站在门外，当时就傻了，一下子不知道如何独自去面对这个状况。那时知乎刚上线一年，我正忙于学习如何做一个创业者，怎么带团队，做一家公司是怎么回事。家里的事情，因为一直有老婆在操持，有老丈人在帮忙，我不需要承担太多。接下来的几分钟，是我生命中最长的几分钟，我开始胡思乱想：怎么可能呼吸有问题呢？产房里面到底发生了什么？时间一分一秒的过去，我开始害怕，感到绝望，想去找在病房等候的姥姥，姥爷求助，他们也许会知道接下来应该干什么。<br><br>但在最后一刻，我冷静了下来，我必须要独自面对这一切。我意识到，自己已经是一名真正的父亲了，没有任何人可以替代我去照顾好家人，在产房门再次打开之前，我下定决心，要成为一个有担当的父亲。无论发生什么，都要勇敢面对。<br><br>那天接下来的故事，我老婆是在 3 个月以后才全部知道的，「当产房的门再次打开，我抱着小生命，和举着氧气袋的护士，一路狂奔冲到重症监护室……然后悄悄藏起病危通知书，回到病房陪她讲笑话。」<br><br>四年过去了，我儿子非常健康，这件事已经很少被提起。偶尔驻足思考，我会把它拿出来，翻阅一下当时的自己。<br><br><br>第二个故事关于旅行<br><br>我第二次去西藏，目标是转山。抵达塔尔青镇那天是 12 月 9 日，因为冬季寒冷，镇上的酒店和饭馆的人都已经撤走了。<br><br><a href=""https://www.zhihu.com/people/8b68876001197b3b9cd605b20814616f"" data-hash=""8b68876001197b3b9cd605b20814616f"" class=""member_mention"" data-hovercard=""p$b$8b68876001197b3b9cd605b20814616f"">@张亮</a>笑我的旅行都是苦旅。转山旅行的确非常艰苦，2 天的时间，徒步行程是 56 公里，而我在第一天快到中途休息点止热寺时，耗尽了所有体力，每一步都走得异常艰难，走完最后 2 公里用了 1 个半小时。晚上睡了一间牲口房，四面漏风，冻惨了。<br><br>第二天，难关是翻越 5630 米的卓玛拉山口。头一天晚上下了一夜雪，深及膝盖，6 点出发，待我爬上山口，已经是中午 12 点了。登顶那一刻，我已累瘫，活了三十多年，体力从来没消耗到这个程度。张嘴拼命呼吸，浑身疼痛，坐下就不想再起来。<br><br>等我恢复过来，人便开始有些小兴奋——也不过如此嘛，体力又回来了，山口已经翻越，剩下的，就是直奔终点了呀，后面都是下山和平路了。<br><br>但是，后面的三十多公里的路，才是真正的挑战。一鼓作气攀登山口时，目标在前，你会执着一念，而当平路行走时，却很容易失去目标。攀上山口之后的路，是在你以为胜利已经取得之后，随便走走即可完成的路，但当真的走进冈仁波齐背阴面的山谷，阳光逐渐消散，迎面的寒风慢慢带走你身上的热量，前面的路都像是重复的，你开始感觉不到终点，攀爬山口的兴奋感被一点一点消磨，直到开始怀疑是否有终点。<br><br>那天最后走回塔尔青，夕阳泯笑前，我特别想给我的团队打个电话，创业如选山攀崖，让我们兴奋的，是一个一个可见的目标，但让我们抵达终点的，却是忍得住寂寞，兴奋消退仍然埋头远足的耐力和坚持。在那个逆风、背阴的山谷里，你已兴奋全无，是否还有力量驱动自己继续前行？<br><br>一年过去了，这段 56 公里的鸡汤经历我还蛮受用的：）<br><br><br>五年，海盗们生日快乐。"
1468997603,有哪些机构入驻了知乎？他们都有什么特点？,"<p>知乎的机构帐号已经正式上线了。</p><br><p>「机构帐号」是什么呢？它是知乎社区全新的用户类型。自此，机构能够以独立的身份参与到社区的沟通互动中，并为社区带来新的价值。<br></p><br><p>进行这方面拓展的想法在知乎内部由来已久，最终上线的产品，也历经多次打磨。诸位看到的并不仅是对机构的「身份认证」，也并非基于原有用户帐号系统的包装升级。我们对于「机构」的行为和需求做过反复推演和调查，最后确定为机构进行包含流通机制、 帐号规范等全体帐号体系的独立设计。我们希望既能保持大家喜欢的社区讨论氛围，也能为「机构」融入已有社区生态，提供足够的空间。</p><br><p>其实随着知乎的成长，已经有越来越多的机构希望能够与知友们进行更多的交流。我们鼓励所有的机构都能尊重知乎的社区规范，在知乎的信任体系下与知友做直接而坦诚的沟通，那么我们为其提供合理的空间和渠道也才会有价值。</p><br><p>总体上说，我们对「机构帐号」成为知乎生态生机勃勃的一部分，充满了期待。我们一直相信：每个人脑海中都有他人不知道，但又希望了解的知识。对于「机构」来说，这一点同样适用。可以想见的是：凭借自身特点和他们所掌握的各渠道有价值信息，「新朋友们」可以帮助知乎和知友们解决更多、更丰富场景下的实际问题。相信他们的加入也能帮助知友们进一步拓展有价值的信息关系。<br></p><br><p>目前我们还是采用邀请制的方式，目的是为了保证社区生态的不断丰富和健康成长。首批进来的有十家；后续应该还会有第二批，第三批处于邀请和申请状态的「机构帐号」逐步完成入驻… 无论博物馆、研究所、公益组织、媒体、甚至品牌机构，都可能在日后与你我一道，成为知乎社区的重要组成部分。</p><p><br>最后，请让我为大家介绍下这些新朋友们： <a data-hash=""da971e1f564d733611f6a9a51930c4aa"" href=""https://www.zhihu.com/people/da971e1f564d733611f6a9a51930c4aa"" class=""member_mention"" data-editable=""true"" data-title=""@中国科普博览"" data-tip=""p$b$da971e1f564d733611f6a9a51930c4aa"" data-hovercard=""p$b$da971e1f564d733611f6a9a51930c4aa"">@中国科普博览</a><a data-hash=""281e4747b1092fb3648be9510531d082"" href=""https://www.zhihu.com/people/281e4747b1092fb3648be9510531d082"" class=""member_mention"" data-editable=""true"" data-title=""@第一财经周刊"" data-tip=""p$b$281e4747b1092fb3648be9510531d082"" data-hovercard=""p$b$281e4747b1092fb3648be9510531d082"">@第一财经周刊</a><a data-hash=""ffa09fde5ae73d925463fd79514ab290"" href=""https://www.zhihu.com/people/ffa09fde5ae73d925463fd79514ab290"" class=""member_mention"" data-editable=""true"" data-title=""@Airbnb"" data-tip=""p$b$ffa09fde5ae73d925463fd79514ab290"" data-hovercard=""p$b$ffa09fde5ae73d925463fd79514ab290"">@Airbnb</a><a data-hash=""ee7e749bb9ecbeb137001262247446a0"" href=""https://www.zhihu.com/people/ee7e749bb9ecbeb137001262247446a0"" class=""member_mention"" data-editable=""true"" data-title=""@美团点评技术团队"" data-tip=""p$b$ee7e749bb9ecbeb137001262247446a0"" data-hovercard=""p$b$ee7e749bb9ecbeb137001262247446a0"">@美团点评技术团队</a><a data-hash=""77c23a7fe89c87cc7ddbc3b7f9e7e6d3"" href=""https://www.zhihu.com/people/77c23a7fe89c87cc7ddbc3b7f9e7e6d3"" class=""member_mention"" data-editable=""true"" data-title=""@奥迪"" data-tip=""p$b$77c23a7fe89c87cc7ddbc3b7f9e7e6d3"" data-hovercard=""p$b$77c23a7fe89c87cc7ddbc3b7f9e7e6d3"">@奥迪</a><a data-hash=""f786b78246c3e513581919aee8945ffb"" href=""https://www.zhihu.com/people/f786b78246c3e513581919aee8945ffb"" class=""member_mention"" data-editable=""true"" data-title=""@迪士尼"" data-tip=""p$b$f786b78246c3e513581919aee8945ffb"" data-hovercard=""p$b$f786b78246c3e513581919aee8945ffb"">@迪士尼</a><a data-hash=""4ef90b35e8e984956ed0c0172a7cab5c"" href=""https://www.zhihu.com/people/4ef90b35e8e984956ed0c0172a7cab5c"" class=""member_mention"" data-editable=""true"" data-title=""@滴滴出行"" data-tip=""p$b$4ef90b35e8e984956ed0c0172a7cab5c"" data-hovercard=""p$b$4ef90b35e8e984956ed0c0172a7cab5c"">@滴滴出行</a><a data-hash=""d7064079ab6a99364bece268045aa00d"" href=""https://www.zhihu.com/people/d7064079ab6a99364bece268045aa00d"" class=""member_mention"" data-editable=""true"" data-title=""@Lens"" data-tip=""p$b$d7064079ab6a99364bece268045aa00d"" data-hovercard=""p$b$d7064079ab6a99364bece268045aa00d"">@Lens</a><a data-hash=""a8afc8c8a2cbbe8f46fb901022bb1600"" href=""https://www.zhihu.com/people/a8afc8c8a2cbbe8f46fb901022bb1600"" class=""member_mention"" data-editable=""true"" data-title=""@西门子中国"" data-tip=""p$b$a8afc8c8a2cbbe8f46fb901022bb1600"" data-hovercard=""p$b$a8afc8c8a2cbbe8f46fb901022bb1600"">@西门子中国</a><a data-hash=""ce599004036589ce9577928b131a6b3d"" href=""https://www.zhihu.com/people/ce599004036589ce9577928b131a6b3d"" class=""member_mention"" data-tip=""p$b$ce599004036589ce9577928b131a6b3d"" data-hovercard=""p$b$ce599004036589ce9577928b131a6b3d"">@MINI 中国</a><a data-hash=""71c088ecfddbec73955e63facf5facd7"" href=""https://www.zhihu.com/people/71c088ecfddbec73955e63facf5facd7"" class=""member_mention"" data-hovercard=""p$b$71c088ecfddbec73955e63facf5facd7"">@刘看山城市冰屋</a><a data-hash=""36554a9d36921276ae971018d2368bb8"" href=""https://www.zhihu.com/people/36554a9d36921276ae971018d2368bb8"" class=""member_mention"" data-hovercard=""p$b$36554a9d36921276ae971018d2368bb8"">@知乎电子书</a> ，有问题的知友不妨用「提问」的方式来好好招待他们吧。</p>"
1533903681,如何评价知乎完成 E 轮 2.7 亿美元融资？有哪些信息值得关注？,<p>在 8 月 8 日的「海盐计划」发布会上，我正式公布了知乎完成 2.7 亿美元 E 轮融资的消息。这是知乎历史上最大的一笔融资，它既是对知乎价值的肯定，也是对知乎团队的鞭策。我们认为，融资意味着更大的责任，更高的要求，也意味着我们有更充足的资源去达成目标，也就是我七年前对知乎初心的描述：</p><blockquote>我们相信一点，在垃圾泛滥的互联网信息海洋中，真正有价值的信息是绝对的稀缺品，知识──被系统化，组织化的高质量信息──都还存在于个体大脑中，远未得到有效的挖掘和利用。知乎提供了一个产生、分享和传播知识的工具，我们鼓励每个人都来分享知识，将每个人的知识都聚集起来，并为人人所用。</blockquote><p>这是知乎最开始的设定，随着用户规模的不断扩大和内容量级的不断提升，我们遇到的挑战也在不断升级。有些知友表示出担忧，知乎是否能坚持初心？我的同事白斗斗在「海盐计划」发布会上，将一直以来大家普遍关心的问题总结为「知乎三问」：</p><ol><li>如何保障良性讨论氛围？</li><li>如何兼顾内容的质和量？</li><li>优秀创作者能否获得收益？</li></ol><p>「知乎三问」，是知友们关心的问题，更是知乎团队重视的问题，是知乎健康发展的生命线。知乎希望实现的价值是提升问答的效率，希望产出、沉淀的是有价值的内容。这个目标，决定了我们不管发展到什么阶段都会注重「良性讨论」，不管壮大到什么体量，仍然会用最初的那个标准定义什么是「优质」，不会单一的把质量和浏览量等同起来。所以，我们每次讨论这三个问题时，不仅仅是在探究解决方案，更是在与知乎的价值做校准。</p><p>今天，知乎面对接近 2 亿的注册用户规模，圈层覆盖更广、内容量庞大。客观上，类似「海贼王路飞」这样的事件发生的风险也在随之增高。这种破坏知乎内容可信度，破坏社区讨论氛围的案例，是和知乎所坚持的价值观背道而驰的，也是我们不能容忍的。但在知乎高速发展、规模越来越大的今天，我们更需要考虑的是，如何系统地解决这些问题，保障一个生生不息的内容生态，让人们轻松获得可信赖的解答？</p><p>在关于融资的内部邮件里，我向团队提出了「智能社区」、「工具场景」、「商业矩阵」三大核心战略。<b>知乎要实现的智能社区，既拥有社区中人际互动所带来的认同感和信任感，又具备 AI 驱动的精准性和规模性。</b>我们充分认识和尊重不同的观点、意见和价值，在保证认真、专业、友善的社区氛围的同时，规模化、个性化地满足多元的内容消费需求。我们希望知乎的价值不仅仅局限于少部分人，而是能<b>普惠到更广泛的人群</b>。</p><p>我们于近日推出的「海盐计划」，就是一个围绕解决「知乎三问」落地诞生的具体项目。它的第一阶段包含了两个新产品，「盐值」和「创作者中心」。</p><p>盐值系统的诞生，可以让每一位知友都参与到知乎站内的建设、维护中来，能够进一步保障良性讨论氛围。高「盐值」知友将享受更多参与社区治理的权益，更迅捷的社区服务等。他们的专业判断将能够对于内容的流通、排序、标记，甚至删除等产生更大影响力， 进一步有序的放大社区自净的能力。低「盐值」知友则会无法使用部分功能，比如不能匿名功能，其创作的内容不会进入公共流通领域，或者无写评论功能等。这意味着，「爆照」、「封建迷信」、「辱骂」等低质内容、行为等会在社区得到进一步的净化。也就是说，知友们所关注的知乎「水化」问题可以通过「盐值」得到更好的解决。</p><p>「创作者中心」是我们为创作者们提供的专属工具。其目的是让更多人乐于分享，并因付出获得相应的影响力和收益 ，最终反哺到创作中，产生更多有价值的内容。创作者可通过各种工具了解所创作内容的数据表现，扩展专业内容在社区内的影响力，收获更多认同，同时，还可凭借自身创作获得知乎的经纪合约，乃至商业创作收益。</p><p>还有一个值得一提的点是，我们商业化的实践边界，其实是由「知乎三问」划定的，也就是说不做破坏良性讨论、内容质量和社区信任的事。健康的营收是一家商业公司持久增长的保障，但知乎的根本价值，是让知友们能够在友善愉悦的讨论氛围下，分享彼此的知识，让人们轻松获得可信赖的解答。在这一点上，我们不会本末倒置。</p><p>知乎一直在成长，也一直在思考。我相信在未来，知乎会为大家带来更多可能性。至此，感谢每一位的知友的支持，大家的每一次参与、每一次批评都让知乎不断自省、不断校正、不断突破自己。我们现在有很多不足，但我们不会停止变得更好的脚步。</p>
发布时间,问题,回答
1537466405,为什么对王兴的评价这么高？,<p>我第一次创业的时候，王兴和张亮来我公司聊天，王兴看到我的书柜就跑过去看书，然后发现一堆印了我名字，职位却不同的名片。他转头问我，你为什么有这么多不同的名片？我尬笑，当时公司就几个人，我说为了见不同的人方便啊。他回复我说，这不可能，你应该把这些合适职位的人都招到。</p><p>这是件多年前的小事。团队即分工，创始人是一块砖，而不是哪里都可以搬的砖。用人所长，也明确自己最应该做的事情。我觉得他是一个一直坚持做自己擅长事情的人吧。</p>
1538454836,做近视眼手术是种怎样的体验？,"<p>刚做完。把眼镜摘了，体验不错。</p><p>Tips:</p><ul><li>手术时间需要考虑休息周期。双休日时间有点短（最少保证得有三天），我挑了国庆节前，保证术后可以能家多休息几天。</li><li>尽量选最好的医院，如果想指定时间段手术，那可以选择这家医院专家出诊的私人医院。比如在北京同仁做检查，手术可以在私人医院做，时间更灵活。</li><li>建立合理的预期，这不是视力提升手术，术后低于 1.2 也是正常的。</li></ul><p>过程及注意事项：</p><p><b>术前</b></p><ol><li><b>术前检查很费时。</b>术前检查很花时间，同仁这样品牌公立医院需要大半天，私人医院需要 2-3 小时。</li><li>术前检查会反反复复查验你的视力，人工验、电脑验、散瞳验……所以别担心其中某个环节错了什么。</li><li>因为最后一项检查需要散瞳，之后大约有 6 小时看不清手机屏幕上的字，所以自己叫车回家很麻烦，需要有人陪同。我的情况是，当天检查完，还约了人午饭聊事，全靠微信语音，叫车靠紧急联系人。</li><li>散瞳之后需要戴墨镜。当天阳光太强烈，我被迫退回医院，买了副墨镜才能离开。</li><li>术前三天开始滴眼药水，一瓶消炎，一瓶防干燥。这里面需要注意自己的过敏史，我对氧氟沙星过敏，就换了医生最初给我的加替沙星。</li></ol><p><b>术中</b></p><ol><li><b>去了不是马上做。</b>私人医院会集中安排当天的手术，比如通知下午 3 点来，其实主刀医生 5 点才会到，中间 2 小时会把当天要手术病人的视力复验都做完，手术顺序是按当天的缴费顺序来定。20 台手术，会连续做到晚上 9 点。</li><li><b>进了手术室继续等。</b>进了手术室，到候术区里大概还有 10 个人在排队。候术区的主要内容是，洗眼睛、消毒，然后一堆人聊天。期间有人问几点了，我抬头看钟说六点二十，然后所有人都很惊讶看我「我们都看不清表盘，你为什么看得见还来做手术？」事实上，我两眼近视 150，但散光各 200，其实我算是来做散光矫正手术的……</li><li><b>等待两小时手术10分钟。</b></li><ol><li>等轮到我时候，都快睡着了。先进小房间全身喷气消毒，然后进手术室。</li><li>半飞秒手术的核心流程有两个，先是飞秒制瓣，用飞秒激光把角膜划一个大半圆；然后是准分子切削角膜基质，把制好的瓣翻开，用准分子激光对下面的角膜基质做切削。</li><li>第一步我略紧张，听到左边护士说不要动，我浑身一紧，右边护士又说不要绷着，我又吐了一口气……结果左眼制瓣 3 次都中途中断，主刀医生说你别一绷一松的，还翻眼睛，会出危险的，这么一说我就更紧张了，这时医生说你不要对抗，这话挺管用，我脑子开始想象是我自己在给自己做手术，一下子就安静，制瓣成功。</li><li>准分子切削是在另一手术机上，人会被平移过去。医生用一支很纤细的工具掀开了我的角膜瓣，之后就看不清楚东西了。切削前让我盯住绿点，我说没有绿点啊，只有一片绿光，众人皆笑，果然是大散光。切削过程，大概 2-3 秒，有焦糊味道。之后就是盖上角膜瓣，最后盖上一层类似隐形眼镜状的东西。</li><li>手术结束。下台在旁边坐了大概 10 分钟，期间有其他病人上台手术，旁边还坐着一位刚做完半飞的朋友一直在说眼睛痛。最后医生过来最后检查，说非常好，可以走了。离开手术室前，半飞秒的需要戴上透明眼罩（防止外物接触眼睛），这个时候是可以看到东西的，大概 80% 的视力。</li><li>手术室外的医生会告知注意事项，复查的时间，最重要的信息是「4-6小时内疼痛和异物感都是正常的」。</li><li>回家之后状态很好，睡了个好觉。</li></ol></ol><p><b>术后</b></p><ol><li>第二天一早去复查，视力恢复到 1.0，心情不错。</li><li>医生开了一大堆药，太多了，做了一个用药记录表格</li></ol><figure data-size=""normal""><noscript><img src=""https://pic1.zhimg.com/50/v2-2b0db8f99d8eadb5bc0779d21fb1cb12_720w.jpg?source=c8b7c179"" data-caption="""" data-size=""normal"" data-rawwidth=""962"" data-rawheight=""382"" data-default-watermark-src=""https://pic4.zhimg.com/50/v2-0ff02e51e1003bd2d20519883104995c_720w.jpg?source=c8b7c179"" class=""origin_image zh-lightbox-thumb"" width=""962"" data-original=""https://pic3.zhimg.com/v2-2b0db8f99d8eadb5bc0779d21fb1cb12_720w.jpg?source=c8b7c179""></noscript><img src=""data:image/svg+xml;utf8,&lt;svg%20xmlns='http://www.w3.org/2000/svg'%20width='962'%20height='382'&gt;&lt;/svg&gt;"" data-caption="""" data-size=""normal"" data-rawwidth=""962"" data-rawheight=""382"" data-default-watermark-src=""https://pic4.zhimg.com/50/v2-0ff02e51e1003bd2d20519883104995c_720w.jpg?source=c8b7c179"" class=""origin_image zh-lightbox-thumb lazy"" width=""962"" data-original=""https://pic3.zhimg.com/v2-2b0db8f99d8eadb5bc0779d21fb1cb12_720w.jpg?source=c8b7c179"" data-actualsrc=""https://pic1.zhimg.com/50/v2-2b0db8f99d8eadb5bc0779d21fb1cb12_720w.jpg?source=c8b7c179""></figure><p><br></p><p>祝大家都有好视力，好心情。</p><p></p><p></p><p></p><p></p><p></p>"
1539098443,为什么酸豆角下饭？,<p>非专业人士</p><p>我想一个重要的原因是，体验的恒定性。而恒定性的原因口味重，重到任何时候的体验都一致。</p><p>这种口味重，可以瞬间抹平你其它差异，心情不好、没有胃口、饭局无聊，反正这个东西带给你的刺激强烈而稳定，而且可以吃很多。</p><p>我念小学的时候，我母亲给我说，她当年知青最爱的美食是，猪油+酱油+胡辣椒+米饭。</p><p>听完我就自己尝试了一下，当时觉得好吃得不得了。</p><p>很多年过去，在北京又尝试过，依然是绝品，体验非常恒定。</p><p>PS: 可能抽烟和喝酒也有一定的类似性。</p><p></p>
1552319989,你和你的目标之间，欠缺的决定性因素是什么？,<p>谢邀。</p><p>不好回答，因为我觉得人是多目标的。</p><p>笼统的说，我的答案是保持头脑极度开放，stay foolish。</p>
1556730961,看书学习的意义究竟是什么？,<p>今天看，书笨重，几万字或几十万字，要花时间和有耐性，没有「立刻、马上就有」的功效。</p><p>但书仍有个很大的优点，这是一种线性获取信息的方式，它会占用你一段连续时间，让你围绕书中的铺叙推进来展开思考或重新组织自己脑中的信息。不像搜索引擎四处打井取水，读书如乘舟顺而下，旅途中会收获思维的乐趣。</p>
