发布时间,问题,回答
1314955415,知乎 iPhone 应用的「发现」页面信息索引是用的回答者头像，这是要推意见领袖吗？,原因就是觉得这样好看。
1315150812,美国自由女神像造价多少？,"自由女神像的主体在法国完成，底座由美国建造。<br><br>雕像的主创者、法国雕塑家弗雷德里克·奥古斯特·巴特勒迪（Frédéric Auguste Bartholdi），于 1865 年在法国政治家埃杜阿·赫内·德·拉布莱（Édouard René de Laboulaye）的家宴上做客时产生了建造自由女神像的灵感。拉布莱曾在美国南北战争中支持北方，后来当然北方获胜咯，拉布莱就在宴会上说，应该树个雕像，并且联合两国的力量，彰显和歌颂自由。<br><br>说自由女神像的造价，为什么要扯这段呢？因为，拉布莱这句话给这事儿定了基调——两边合作，就是两边各自出钱。<br><br>拉布莱成立了法美联盟（Franco-American Union）来筹措修建雕塑的资金。这个法美联盟，有两个委员会，法国委员会负责筹集修建主体的资金，而美国委员会则负责为建造底座找钱。<br><br>拉布莱在当时法国政坛很有影响力，1875 年他宣布此项计划时，刚被选举为国会终身议员。他一方面将筹资目标对准法国上层阶级，另一方面，他也获得了来自民间和法国政府的支持，搞钱方式多样，包括举办义演，出售女神像模型，售票给观众参观雕像建造过程，法国政府还专门许可发行了一项彩票来为女神像筹资。<br><br>最后，法美联盟法国委员会筹得资金 25 万法郎（当时约合 6.25 万美元，约合今天的 126 万美元），用于建造雕像主体，另外这还不包括铜矿贸易商雅皮兄弟公司（Japy Frères）捐赠的价值 6.4 万法郎的铜材。<br><br>大西洋这面，美国政府的钱袋却有点吃紧。美国刚刚渡过 1873 年经济恐慌，政府说要修底座，反复被民众和媒体批评，说太浪费啦。后来，是靠约瑟夫·普利策（正是普利策新闻奖的那位）拯救了底座。他宣布通过其旗下的《纽约世界报》来为底座筹集资金，方式是将每一位捐赠者的名字都刊登在报纸上。这一下激发了美国民众（其实主要是纽约人）的爱国热情。最后，普利策筹集到 10.2 万美元，捐赠者总数高达 12 万人，其中的 80% 笔捐款都在一美元以下。<br><br>好啦，其实回答这个问题本不需要那么长，只是这个筹资的过程比较跌宕，我尽可能简要说了一下，算是有个交代。<br><br>美国自由女神像的造价是——<br><b>主体筹资：25 万法郎（约合当时的 6.25 万美元）。<br>底座筹资：10.2 万美元。</b><br><br>上述资料来源：<a href=""https://link.zhihu.com/?target=http%3A//en.wikipedia.org/wiki/Statue_of_Liberty"" class="" external"" target=""_blank"" rel=""nofollow noreferrer""><span class=""invisible"">http://</span><span class=""visible"">en.wikipedia.org/wiki/S</span><span class=""invisible"">tatue_of_Liberty</span><span class=""ellipsis""></span></a>"
1315242806,「A word that has changed the world」，你会选哪个词？,I（或者 Me）。近几百年来，人类的进步和退步，都是围绕这个词展开的。
1315462059,知乎为什么要折叠问题的补充说明呢？,对过长的问题补充说明进行折叠，出于如下考虑——  <br><br> 1. 我们希望好的问题简洁、清晰、切中要点，而不是靠一个泛泛的标题，加上冗长的问题补充说明来描述。如若不然，知乎上就会出现大量类似于“这个问题你们怎么看”的问题，大家的标题长得都一样，非得看了补充说明才知道彼此不同。  <br><br> 2. 知乎上的核心内容是好的问题标题，以及好的回答，冗长的问题补充说明，如果不加以折叠，会喧宾夺主。之前就出现过很多问题页面，用户进入后先得被迫看长长的补充说明，而最佳回答被挤到下面去，半天看不到。  <br><br> 3. 由于回答是根据票数自动排序的，而问题补充说明是持续在顶部的，因此不停会有用户为了让别人看到自己的答案，而破坏规则，故意将自己的回答放到补充说明里去。将其折叠也可避免这种情形对其他用户的打扰。
1315465151,"教师节给研究生导师送什么礼物?
导师，男，51 
本人，研三
能不能请你回答或者找人回答一下，非常感谢",抱歉，这方面我还真不是专家……这个问题是一对一问我的，我还无法邀请他人作答
1315547928,作为创业者，你最需要的法律帮助有哪些？,与投资相关的法律文件 <br> 与税务相关的事务 <br> 各种商业合同
1315615445,电影的票房分红如何分,"这里有解答了： <a href=""http://www.zhihu.com/question/19773490"" class=""internal""><span class=""invisible"">http://www.</span><span class=""visible"">zhihu.com/question/1977</span><span class=""invisible"">3490</span><span class=""ellipsis""></span></a>"
1315717266,「不经意间」怎么用英语表达？,"<b>Unnoticeably</b>, ten years have passed since 9/11."
1315995024,在知乎自问自答有助于提高关注度么？,"知乎上，最有价值的东西就是内容，它既包括高质量的问题，也包括高质量的回答，因此，自己创建一个高质量的问题，并且自己提供一个高质量的回答，这是非常好的一件事。  <br><br> 在「<b>如果我想分享知识，可以自问自答吗？</b>」<a href=""http://www.zhihu.com/question/19550692"" class=""internal""><span class=""invisible"">http://www.</span><span class=""visible"">zhihu.com/question/1955</span><span class=""invisible"">0692</span><span class=""ellipsis""></span></a>）这个问题里，我曾经回答过，自问自答——<br><blockquote>应该是得到鼓励的。<br><br>但同时，要想到这是一个社会化问答系统，每一个问题和回答的价值，在于有价值的参与。因此，你提给自己的问题，最好也能是开放性的，可以邀请朋友、或者你希望的人来回答的。</blockquote>"
1316083559,国外电影的港台译名，译得最烂的是哪一部？,Eternal Sunshine of Spotless Mind，多美的片名，Alexander Pope 的原诗，片子本身也极好，故事少见地兼具巨大想象力和微妙而美好的情感。<br><br> 结果呢？就因为主演是 Jim Carrey，就被<b>台湾</b>同学按照「凡是金凯瑞都叫王牌」的规则，生扣上了一个极傻的译名——《王牌冤家》。  <br><br> 补注：我原以为是香港译名，后来 Lawrence Li 提醒这是台湾译名，所以，大家就不要继续赞同我了。：）
1316505204,有哪些境外旅游目的地是可以落地签的？,我只知道泰国是，其他国家，大家来补充下吧。   <br><br> 多说两句，我自己的经验是——泰国，落地签，比提前在国内拿泰国签证，会更方便。到了曼谷机场，入境的时候，外国人排的有两个队伍，一个队伍是已经有泰国签证（或者泰国免签）的，这个队伍好长；另一个队伍呢，则是没有泰国签证、也不能免签的，这个队伍，几乎没什么人排队，我现去领签证表格、填表格、拿到临时签证、过关，整个手续结束后，发现提前有签证的那个队伍里的人看我的眼神都带着恨。
1316552395,哪些电影中有涉及到海和船？,《海盗电台》，算是大海加海盗船这个组合能玩出的最新奇的花样儿了。
1317041703,大家听音乐的时候会关注歌词吗？或者说碰到不熟悉的歌词的时候，会不会去查？,"这里有一个相关问题： <br><b>如果你没有听懂歌曲的歌词，那么你依然能够享受音乐吗？是否会因此而打折扣？</b> <a href=""http://www.zhihu.com/question/19552962"" class=""internal""><span class=""invisible"">http://www.</span><span class=""visible"">zhihu.com/question/1955</span><span class=""invisible"">2962</span><span class=""ellipsis""></span></a>"
1317091402,知乎微博里边的内容是如何选择的？可否有选择的标准与机制？,没什么特别独特的标准与机制，就是每天我们看到大量好回答，就觉得应该转出去，既能让微博上的用户快速地了解知乎上涌现的好内容，又能给好的回答和好的回答者以更高的可见度。
1317142668,iPhone 内置的地图应用图标上的大头针位置，对应是哪个地方？,"感谢 @ArayS 邀请作答。 这个问题的答案没有悬念——             <br><b> </b>  <br><b>除了位于加州库布提诺无极大圈圈一号的苹果总部，还能是哪里？</b>  <br><br> 对比两图即可知──             <br><ul><li>iPhone 地图应用图标（大号版）: <a href=""https://link.zhihu.com/?target=http%3A//www.flickr.com/photos/34818713%40N00/1315133960/in/set-72157601845495751"" class="" external"" target=""_blank"" rel=""nofollow noreferrer""><span class=""invisible"">http://www.</span><span class=""visible"">flickr.com/photos/34818</span><span class=""invisible"">713@N00/1315133960/in/set-72157601845495751</span><span class=""ellipsis""></span></a>            <br></li><li>苹果总部在 Google Maps 上的呈现: <a href=""https://link.zhihu.com/?target=http%3A//g.co/maps/rnpm9"" class="" external"" target=""_blank"" rel=""nofollow noreferrer""><span class=""invisible"">http://</span><span class=""visible"">g.co/maps/rnpm9</span><span class=""invisible""></span></a></li></ul> 图标上面那个硕大的 280 标识，指的是 280 州际高速公路。280 公路连接旧金山和圣何塞，对的，也就是硅谷的北南两头，因此它是和 101 公路、El Camino Real 大道齐名的硅谷三大主干道之一。"
