发布时间,问题,回答
1292848127,为什么雅虎收购了那么多 Web 2.0 公司都做死了？," 看到这么一段：<br><blockquote>Flickr 工程师的凯伦·艾略特·麦克雷（Kellan Elliott McCrea）说：“在过去几年里，Flickr团队 85% 的时间都花在和雅虎沟通和协调上，而只有15% 的时间用在做项目上。”<br><br>“我们在 9 个月内开了 18 场会议，讨论 Flickr 的 API 设计为何不佳，以及何时关闭并移植到YOS Web 服务标准的问题。”</blockquote><br>尽管如此，Flickr 在被雅虎收购的公司中已算相对独立，运营的不错的了。<br><br>更多：<a href=""https://link.zhihu.com/?target=http%3A//tech.hexun.com/2010-12-20/126287073.html"" class="" external"" target=""_blank"" rel=""nofollow noreferrer""><span class=""invisible"">http://</span><span class=""visible"">tech.hexun.com/2010-12-</span><span class=""invisible"">20/126287073.html</span><span class=""ellipsis""></span></a> "
1292848977,2010 年你看过的最好的书是哪本？为什么？, 《史蒂夫·乔布斯复出记》中文版，年度最有趣的书<br><br>《初心》铃木俊隆，关于修行，忽然有跳出世外的感觉，虽然我知道要理解这本书是一条漫长的道路。<br><br>《失控：全人类的最终命运和结局》凯文·凯利 ，年度最期待的书，即将开始读。 
1292854875,在 MacBook Air（2010 年末）上用虚拟机运行 XP 或 Windows 7 速度如何？," 苹果 2010 年新款 MacBook Air 默认内存为 2GB（最大支持 4GB），但因为采用了闪存替代传统硬盘，响应速度很快，包括开关机和从休眠中恢复等。运行虚拟机的效果也不错，如果是 XP 完全可以应对。<br><br>Cult of Mac 进行了一次测试：选择 13 英寸高配 MacBook Air ：2.13Ghz 处理器，4GB 内存，256GB 闪存，运行虚拟机 Windows 7 32-bit 和 64-bit，以及 Windows XP ，表示得到的结果很不错。详细可看这里： <a href=""https://link.zhihu.com/?target=http%3A//www.cultofmac.com/virtual-machines-work-great-on-the-new-macbook-air/66857"" class="" external"" target=""_blank"" rel=""nofollow noreferrer""><span class=""invisible"">http://www.</span><span class=""visible"">cultofmac.com/virtual-m</span><span class=""invisible"">achines-work-great-on-the-new-macbook-air/66857</span><span class=""ellipsis""></span></a><br><br>MacBook Air 介绍： <a href=""https://link.zhihu.com/?target=http%3A//www.apple.com.cn/macbookair/design.html"" class="" external"" target=""_blank"" rel=""nofollow noreferrer""><span class=""invisible"">http://www.</span><span class=""visible"">apple.com.cn/macbookair</span><span class=""invisible"">/design.html</span><span class=""ellipsis""></span></a> "
1292855960,苹果的 logo 真的是为了纪念图灵吗？,"这是假的。  <br><br>我非常喜欢图灵，但这只是一个美丽的传说。  <br><br>乔布斯年轻时喜欢吃水果（他年轻时就是素食主义者），尤其是苹果。他最喜欢的 The Bealtes 乐队的公司也叫「苹果」。苹果公司第一个的 logo 并不是现在的「被咬过一口的苹果」，而是牛顿坐在一颗苹果树下。现在这个「被咬过一口的苹果 logo」是旧金山的设计师 Rob Janoff  设计的。据说是为了避免「苹果看上去像西红柿」。  <br><br>关于这个 logo 设计的故事，之前在 <a href=""https://link.zhihu.com/?target=http%3A//Apple4.us"" class="" external"" target=""_blank"" rel=""nofollow noreferrer""><span class=""invisible"">http://</span><span class=""visible"">Apple4.us</span><span class=""invisible""></span></a> 写过《苹果 logo 的设计者》 <a href=""https://link.zhihu.com/?target=http%3A//apple4.us/2009/04/rob_janoff_the_creater_of_apple_logo.html"" class="" external"" target=""_blank"" rel=""nofollow noreferrer""><span class=""invisible"">http://</span><span class=""visible"">apple4.us/2009/04/rob_j</span><span class=""invisible"">anoff_the_creater_of_apple_logo.html</span><span class=""ellipsis""></span></a>    <br><br> 更新：《史蒂夫·乔布斯传》的前言中部分也提到，艾萨克森问乔布斯“苹果标志是为了纪念图灵” 的传说是不是真的，乔布斯说他到希望自己是那么构思的，不过实际上不是。"
1292856705,杰夫·贝索斯懂技术吗？," 有匿名用户在 Quora 上回答过这个问题（<a href=""https://link.zhihu.com/?target=http%3A//b.qr.ae/eEX3U6"" class="" external"" target=""_blank"" rel=""nofollow noreferrer""><span class=""invisible"">http://</span><span class=""visible"">b.qr.ae/eEX3U6</span><span class=""invisible""></span></a>），翻译过来：<br><br>杰夫·贝佐斯懂技术。<br><ul><li>他的本科学位是在普林斯顿大学电子工程和计算机科学专业获得的，并且获得了美国优秀大学生全国荣誉学会(Phi Beta Kappa)优秀毕业生称号 [1] [3] 。</li></ul><ul><li>在他加入对冲基金 D.E. Shaw &amp; Co. 之前，他是财务信息公司 Fitel 的软件工程师 [3] 。</li></ul><ul><li>他帮助编写了 <a href=""https://link.zhihu.com/?target=http%3A//Amazon.com"" class="" external"" target=""_blank"" rel=""nofollow noreferrer""><span class=""invisible"">http://</span><span class=""visible"">Amazon.com</span><span class=""invisible""></span></a> 网站的原型 [2] 。<br></li></ul><br><b>注：</b><br>[1]  <a href=""https://link.zhihu.com/?target=http%3A//en.wikipedia.org/wiki/Jeff_Bezos"" class="" external"" target=""_blank"" rel=""nofollow noreferrer""><span class=""invisible"">http://</span><span class=""visible"">en.wikipedia.org/wiki/J</span><span class=""invisible"">eff_Bezos</span><span class=""ellipsis""></span></a> <br>[2]  <a href=""https://link.zhihu.com/?target=http%3A//www.wired.com/wired/archive/7.03/bezos_pr.html"" class="" external"" target=""_blank"" rel=""nofollow noreferrer""><span class=""invisible"">http://www.</span><span class=""visible"">wired.com/wired/archive</span><span class=""invisible"">/7.03/bezos_pr.html</span><span class=""ellipsis""></span></a> <br>[3]《杰夫·贝佐斯，亚马逊之王》（Jeff Bezos, King of Amazon），作者：约瑟夫·谢尔曼（Josepha Sherman） "
1292865045,中国有多少家 Apple Store 零售店？," 如果需要查看每家 Apple Store 零售店具体的地址和联系方式，可以到苹果中国官网的这个页面：<a href=""https://link.zhihu.com/?target=http%3A//www.apple.com.cn/retail/storelist/"" class="" external"" target=""_blank"" rel=""nofollow noreferrer""><span class=""invisible"">http://www.</span><span class=""visible"">apple.com.cn/retail/sto</span><span class=""invisible"">relist/</span><span class=""ellipsis""></span></a><br><br><b>北京</b><br><br>北京，三里屯<br>北京市朝阳区三里屯路 19 号院<br>三里屯 Village 6 号楼<br>(8610) 6419-8900<br><br>北京，西单大悦城<br>北京市西城区西单北大街 131 号大悦城<br>(8610) 6649-1400<br><br><b>上海</b><br><br>上海，浦东<br>上海市浦东新区陆家嘴世纪大道 8 号<br>上海国金中心 IFC 商场 LG2－27 号店铺<br>(8621) 6084-6800<br><br>上海，香港广场<br>上海市淮海中路 282 号香港广场北座<br>(8621) 6157-0800 "
1292917682,苹果近些年来收购了哪些公司？," 下面《财富》（Fortune）杂志列出的苹果公司自 1997 年以来的收购名单：<br><br><a href=""https://link.zhihu.com/?target=http%3A//tech.fortune.cnn.com/2010/10/25/why-apple-wont-buy-facebook/"" class="" external"" target=""_blank"" rel=""nofollow noreferrer""><span class=""invisible"">http://</span><span class=""visible"">tech.fortune.cnn.com/20</span><span class=""invisible"">10/10/25/why-apple-wont-buy-facebook/</span><span class=""ellipsis""></span></a><br><br>1997 Next (programming services). Value: $404 million <br><br>1997 Power Computing (cloned computers). $100 million<br><br>1999 Xemplar Education (software). $5 million<br><br>1999 Raycer Graphics (graphic chips). $15 million<br><br>2000 NetSelector (Internet software). Value: NA<br><br>2001 Astarte (DVD authoring software). Value: NA<br><br>2001 bluebuzz (Internet service provider). Value: NA<br><br>2001 Source Technologies (graphics software). Value: NA<br><br>2001 PowerSchool (online info systems services). $62 million<br><br>2002 Nothing Real (special effects software). $15 million<br><br>2002 Zayante (software). $13 million<br><br>2002 Silicon Grail Corp-Chalice (digital effects software). Value: NA<br><br>2002 Emagic (music production software). $30 million<br><br>2002 Propel Software (software). Value: NA<br><br>2005 Fingerworks (gesture recognition). Value: NA<br><br>2006 Silicon Color (software). Value: NA<br><br>2006 Proximity (software). Value: NA<br><br>2008 P.A. Semi (semiconductors). $268 million<br><br>2009 Placebase (maps). Value: NA<br><br>2009 Lala (music streaming). $17 million<br><br>2010 Quattro (mobile advertising). $275 million<br><br>2010 Intrinsity (semiconductors). $121 million<br><br>2010 Siri (software). Value: NA<br><br>2010 Poly9 (Web-based mapping). Value: NA<br><br>注：Value 交易价； NA 不详<br><br>14 年来，苹果公司最大的收购交易还是 1997 年收购乔布斯的 NeXT 公司，交易价格 4.04 亿美元。 "
1292923305,Pixar（皮克斯）动画工作室的名字是怎么来的？, Pixar（皮克斯）最初是卢卡斯制片公司的一个特效制图小组，他们为电影《星球大战》制作特效，例如，著名的“光剑”。<br><br>后来乔治·卢卡斯与他妻子玛西亚·卢卡斯离婚，需要补偿玛西雅一半的资产，大约相当于 2500～5000 万美元之间。乔治·卢卡斯需钱，所以被迫出售这个特效制图小组，最初的出价达 3000 万美元。但最终乔布斯压价到 1000 万美元，从乔治·卢卡斯手中将其买下。<br><br>这家公司需要一个新的名字，他们喜欢像“激光”这样有高科技感的词。有人推荐 Pixer ，感觉有点像不定动词「to pix」，就是「制作图像」的意思。有点接近了，后来有人想到，西班牙语的动词经常以 ar 结尾，最终他们就决定用 Pixar 。<br><br> 如果 Pixar 有隐藏的含义的话，或许就是用计算机制作图像了，这也正是他们擅长的。 
1292949166,保罗·葛兰姆（Paul Graham）是谁？,"<ol><li>Paul Graham（保罗·葛兰姆 或 保罗·格雷厄姆）是全球最早的线上软件 Viaweb 的联合开发者（Viaweb 后被雅虎收购，成了今天的 Yahoo! Store），是硅谷天使投资公司 Y Combinator 创始人，著有《黑客与画家》。</li><li>他持续在自己的网站（ <a href=""https://link.zhihu.com/?target=http%3A//www.paulgraham.com/"" class="" external"" target=""_blank"" rel=""nofollow noreferrer""><span class=""invisible"">http://www.</span><span class=""visible"">paulgraham.com/</span><span class=""invisible""></span></a>）上发表关于一系列关于创业和科技行业的思考，在硅谷很有影响力。</li></ol>"
1293015015,为什么 Google 和 Facebook 是竞争对手？, 美国科技互联网领域的 5 巨头，Google 、微软、苹果、Facebook、亚马逊，任意两者放在一起，都有相互竞争的领域，或大或小。<br>Google 与苹果：在智能手机、移动操作系统、移动互联网领域<br>Google 与微软：在搜索、浏览器、办公软件、智能手机领域<br>Google 与 Facebook：在互联网入口、社交网络领域<br>Google 与亚马逊：在电子图书、云计算领域<br>苹果与微软：在个人电脑、操作系统、智能手机领域<br>苹果与 Facebook ：在社交网络领域，Ping 连接到 Facebook 被阻止<br>苹果与亚马逊：在电子图书、移动互联网<br>……<br>原因无他，它们各自都是所在领域的一极，都极其聪明，在自己所在领域地位稳固之后，都试图在他人的新市场撕开一到口子。<br>每一极的过度成长都会想多削弱其他极，所以他们之间既相互竞争，又相互制约，结果是共同成长。 
1293025055,2010 年 12 月马克·扎克伯格中国之行到了哪些地方，见了哪些人？," 目前已知的包括：<br><br><ul><li>周一（ 12 月 20 日），他去了百度，见了李彦宏 </li></ul><a href=""https://link.zhihu.com/?target=http%3A//tech.sina.com.cn/i/2010-12-21/02115006676.shtml"" class="" external"" target=""_blank"" rel=""nofollow noreferrer""><span class=""invisible"">http://</span><span class=""visible"">tech.sina.com.cn/i/2010</span><span class=""invisible"">-12-21/02115006676.shtml</span><span class=""ellipsis""></span></a><br><br><ul><li>周二下午 2 点，他出现在金融街的中国移动总部，见了王建宙</li></ul><a href=""https://link.zhihu.com/?target=http%3A//tech.sina.com.cn/i/2010-12-22/01505011063.shtml"" class="" external"" target=""_blank"" rel=""nofollow noreferrer""><span class=""invisible"">http://</span><span class=""visible"">tech.sina.com.cn/i/2010</span><span class=""invisible"">-12-22/01505011063.shtml</span><span class=""ellipsis""></span></a><br><br><ul><li>期间他和女朋友去了雍和宫和后海玩，据说还到了三里屯。</li></ul><br><ul><li>周三，他去了新浪，见了曹国伟和彭少彬</li></ul><a href=""https://link.zhihu.com/?target=http%3A//tech.sina.com.cn/i/2010-12-22/15545014784.shtml"" class="" external"" target=""_blank"" rel=""nofollow noreferrer""><span class=""invisible"">http://</span><span class=""visible"">tech.sina.com.cn/i/2010</span><span class=""invisible"">-12-22/15545014784.shtml</span><span class=""ellipsis""></span></a><br><a href=""https://link.zhihu.com/?target=http%3A//t.sina.com.cn/1639127253/5KC57VtglUm"" class="" external"" target=""_blank"" rel=""nofollow noreferrer""><span class=""invisible"">http://</span><span class=""visible"">t.sina.com.cn/163912725</span><span class=""invisible"">3/5KC57VtglUm</span><span class=""ellipsis""></span></a><br><a href=""https://link.zhihu.com/?target=http%3A//t.sina.com.cn/1639127253/5KC57VEwkyy"" class="" external"" target=""_blank"" rel=""nofollow noreferrer""><span class=""invisible"">http://</span><span class=""visible"">t.sina.com.cn/163912725</span><span class=""invisible"">3/5KC57VEwkyy</span><span class=""ellipsis""></span></a><br><br><ul><li>周四，他飞到杭州，在马云和陆兆禧陪同下访问了阿里巴巴和淘宝网总部</li></ul><a href=""https://link.zhihu.com/?target=http%3A//tech.sina.com.cn/i/2010-12-23/18065020339.shtml"" class="" external"" target=""_blank"" rel=""nofollow noreferrer""><span class=""invisible"">http://</span><span class=""visible"">tech.sina.com.cn/i/2010</span><span class=""invisible"">-12-23/18065020339.shtml</span><span class=""ellipsis""></span></a><br><br>欢迎知情者继续…… "
1293039219,关于摇滚乐最好的纪录片或电影是什么？, 时代华纳与《LIFE》杂志在 2005 年发行过一部电视系列纪录片叫《The History Of Rock N Roll》（摇滚乐的历史），共 10 集。从摇滚乐的起源爆发讲起，到英伦摇滚甲壳虫（The Beatles）入侵美国和海滩男孩（The Beach Boys）的还击，再到以詹姆斯·布朗为代表的灵魂乐和鲍勃·迪伦为代表的乡村摇滚，以及后期的电子乐和朋克摇滚的诞生。中间还穿插了 60 年代美国反正统文化运动的兴衰。<br><br>有兴趣的同学可以自己去搜搜找来看 :) 
1293099373,在知乎可以使用繁体中文吗？,<ol><li>我们推荐使用简体中文<br></li><li>我们可以理解用户在回答问题时使用繁体中文</li><li>不推荐在创建话题时使用繁体中文</li></ol>
1293111306,为什么知乎的问题页面不强调显示提问人的名字？,"<ol><li>问题是可以被其他用户修改的。</li><li>如果非常强调一个问题是谁问的，可能会导致很多人为了争「问题是谁的」而去提问同样的问题，或者某人在回答问题前会先看看这是谁问的。</li></ol>总得来说，在知乎问题不专属于某一个人，它们就像维基百科上的词条一样。还可查看：<br>为什么别人可以修改我在知乎上的提问？<br><a href=""http://www.zhihu.com/question/19550238"" class=""internal""><span class=""invisible"">http://www.</span><span class=""visible"">zhihu.com/question/1955</span><span class=""invisible"">0238</span><span class=""ellipsis""></span></a> "
1293112115,在知乎上提问应该注意什么？,"<b>首先，在知乎提问之前，你可以先通过顶部搜索框搜索一下，看看是否已经有人问过类似的问题。如果别人已经问过，就不用再添加重复的问题了。如果还没有，你可以按照下面的指南添加问题。</b><br><br><ul><li><b>直截了当</b></li></ul>提问时应尽可能直入主题，避免通过投票、暗示答案等方式试图从侧面了解问题，例如：“你觉得 Android 手机好用吗？” 不如直接问 “ Android 手机的优点和缺点有哪些？” 这样你会得到更高质量的答案，而不是只是“好用”、“应该”、“是/否”之类的回答。<br><br><ul><li><b>避免模糊</b></li></ul>尽量让你的问题的边界清晰，不要让答案的范围太宽泛和发散，例如：“最好的艺术是什么？” 这种问题太模糊，让人很难回答。 “最好的科幻电影有哪些？” ，别人就很容易理解了。<br><br><ul><li><b>合理使用「补充说明」</b></li></ul>每个问题下方都有一个「添加补充说明」，你可以在其中添加适当的补充说明、前提条件或相关细节等，让别人更好地理解你问题。<br><br><ul><li><b>文字和语法规范</b></li></ul>保持问题句子的规范，参见：知乎社区有哪些格式标准或惯例？ <a href=""http://www.zhihu.com/question/19550239"" class=""internal""><span class=""invisible"">http://www.</span><span class=""visible"">zhihu.com/question/1955</span><span class=""invisible"">0239</span><span class=""ellipsis""></span></a><br><br>你还可以阅读：如何在知乎提出一个好问题？<br><a href=""http://www.zhihu.com/question/19555761"" class=""internal""><span class=""invisible"">http://www.</span><span class=""visible"">zhihu.com/question/1955</span><span class=""invisible"">5761</span><span class=""ellipsis""></span></a> "
1293115553,在知乎上给城市话题命名有什么惯例？, 对于那些非常著名的城市，就不用标记它所在的国家或省/州了。例如： <br><br> 北京——不用“北京市”<br><br>杭州——不用“浙江杭州”<br><br>巴黎——不用 “巴黎（法国）”<br><br>纽约——不用“美国纽约” <br><br> 而一些较小的城市（比如省会级以下的城市），最好用括号注明所在的省或州，例如「湖州（浙江）」、「帕罗奥托（加州）」。对于人们不是非常熟悉的外国城市，最好注明所在的国家，例如「布拉格（捷克）」、「慕尼黑（德国）」等。 
1293116481,投票和调查类的问题可以在知乎上问吗？, 调查类的问题允许，而投票类的问题不允许。<br><br>投票类的问题，实际上是让别人对多个已有的答案进行选择，只求答案，不问原因。例如：<br><ul><li>你最喜欢的颜色是什么？<br></li><li>你用的什么牌子的手机？<br></li><li>你支持腾讯还是 360 ？<br></li></ul><br>而调查类的问题是开放式的，是在寻求他人的观点和看法，是需要原因来支撑的。例如：<br><ul><li>你生命中最重要的一个决定是什么 ？为什么？<br></li><li>你怎么看待 360 vs. 腾讯事件？为什么？<br></li></ul><br>如果你发现投票类的问题，你可以将其修改成这个投票所隐含的真正问题。如果可能的话，尽量使用一般疑问句来提问，而不是调查问句。<br><br>比如 “如果你是雅虎 CEO ，你会怎么做？” 改成  “雅虎 CEO 怎样做才能重振公司？” 会更好。我们鼓励用户去修改这样的问题，让问题更常规、通用，减少个人的特色。 
1293123986,如果我想分享知识，可以自问自答吗？, 是的，我们鼓励在知乎分享知识。 
1293132360,苹果 App Store 一年的总销售额是多少？, 目前仅有的准确数据还是 2010 年 6 月 7 日，苹果全球开发者大（WWDC）上乔布斯宣布 App Store 自 2008 年 7 月 10 日上线以来，总共分成给开发者的收入达到 10 亿美元。<br><br>根据苹果与开发者 3 : 7 的分成比例，也就是说 App Store 上线头两年的销售收入总共约 14.3 亿美元。<br><br>考虑到 App Store 的成长曲线，我粗略估计 App Store 上线第一年的销售收入约 5~6 亿美元，第二年的销售收入大约为 8~9 亿美元。<br><br>这次公布数据是截止 2010 年 6 月，而第一台 iPad 在 4 月 3 日才开始在美国发售，再考虑到 2010 年下半年 iPhone 4 的火爆销售。我的预计是，整个 2010 年 App Store 的销售额大约为 15 亿美元。<br><br>（等苹果下一次共布 App Store 数据的时候，来核对） 
